"constructorStandingsId","raceId","constructorId","points","position","positionText","wins","year","round","circuitId","name.x","date","time","url.x","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","constructorRef","name.y","nationality","url.y"
26414,944,209,0,10,"10",0,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26412,944,1,27,9,"9",0,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26411,944,5,67,7,"7",0,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26407,944,3,253,3,"3",0,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26409,944,9,178,4,"4",0,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26406,944,6,401,2,"2",3,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26405,944,131,660,1,"1",15,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26434,945,208,78,6,"6",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","lotus_f1","Lotus F1","British","http://en.wikipedia.org/wiki/Lotus_F1"
26431,945,10,136,5,"5",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26429,945,15,36,8,"8",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26435,945,209,0,10,"10",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26433,945,1,27,9,"9",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26432,945,5,67,7,"7",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26428,945,3,257,3,"3",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26430,945,9,187,4,"4",0,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26427,945,6,428,2,"2",3,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26426,945,131,703,1,"1",16,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26524,955,131,258,1,"1",7,2016,8,73,"European Grand Prix","2016-06-19","13:00:00","http://en.wikipedia.org/wiki/2016_European_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26566,948,15,0,10,"10",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26567,948,209,0,11,"11",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26557,948,131,43,1,"1",1,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26565,948,1,0,9,"9",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26564,948,4,0,8,"8",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26563,948,5,3,7,"7",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26562,948,10,6,6,"6",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26561,948,210,8,5,"5",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26560,948,3,14,3,"3",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26559,948,9,12,4,"4",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26558,948,6,15,2,"2",0,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26447,949,131,83,1,"1",2,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26448,949,6,33,2,"2",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26449,949,9,30,3,"3",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26450,949,3,20,4,"4",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26451,949,210,18,5,"5",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26452,949,10,6,7,"7",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26453,949,5,11,6,"6",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26454,949,4,0,9,"9",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26455,949,1,1,8,"8",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26456,949,15,0,10,"10",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26457,949,209,0,11,"11",0,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26458,950,131,114,1,"1",3,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26459,950,6,61,2,"2",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26460,950,9,57,3,"3",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26461,950,3,29,4,"4",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26462,950,210,18,5,"5",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26463,950,10,6,7,"7",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26464,950,5,17,6,"6",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26465,950,4,0,9,"9",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26466,950,1,1,8,"8",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26467,950,15,0,10,"10",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26468,950,209,0,11,"11",0,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26469,951,131,157,1,"1",4,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26470,951,6,76,2,"2",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26471,951,9,57,3,"3",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26472,951,3,51,4,"4",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26473,951,210,22,5,"5",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26474,951,10,8,8,"8",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26475,951,5,17,6,"6",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26476,951,4,6,9,"9",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26477,951,1,10,7,"7",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26478,951,15,0,10,"10",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26479,951,209,0,11,"11",0,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26480,952,131,157,1,"1",4,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26481,952,6,109,2,"2",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26482,952,9,94,3,"3",1,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26483,952,3,65,4,"4",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26484,952,210,22,6,"6",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26485,952,10,14,7,"7",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26486,952,5,26,5,"5",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26487,952,4,6,9,"9",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26488,952,1,12,8,"8",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26489,952,15,0,10,"10",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26490,952,209,0,11,"11",0,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26491,953,131,188,1,"1",5,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26492,953,6,121,2,"2",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26493,953,9,112,3,"3",1,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26494,953,3,66,4,"4",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26495,953,210,22,8,"8",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26496,953,10,37,5,"5",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
26497,953,5,30,6,"6",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toro_rosso","Toro Rosso","Italian","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso"
26498,953,4,6,9,"9",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
26499,953,1,24,7,"7",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
26500,953,15,0,10,"10",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sauber","Sauber","Swiss","http://en.wikipedia.org/wiki/Sauber_Motorsport"
26501,953,209,0,11,"11",0,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","manor","Manor Marussia","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
26502,954,131,223,1,"1",6,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mercedes","Mercedes","German","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One"
26503,954,6,147,2,"2",0,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
26504,954,9,130,3,"3",1,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","red_bull","Red Bull","Austrian","http://en.wikipedia.org/wiki/Red_Bull_Racing"
26505,954,3,81,4,"4",0,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
26506,954,210,22,8,"8",0,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","haas","Haas F1 Team","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
26507,954,10,42,5,"5",0,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","force_india","Force India","Indian","http://en.wikipedia.org/wiki/Racing_Point_Force_India"
